Title	Caption	Region	Vol #	Negative #	Date	Photographer	City	Digital Collection	Subject	Publisher	Contributors	Type	Format	Repository	Repository Collection Guide	Contact and Ordering Information	Language	Relation	Rights	Audience	File name	Cite As	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Instrument Pontoon	Seismograph operations of Humble Oil and Refining Company near Golden Meadow, Louisiana.  Detail of instrument aluminum pontoon.  Seismic operator (left) and his assistant look over a seismograph record which has been made in these marsh operations.	Southeast	70	67476	5/1/1950	Lee, Russell	Golden Meadow	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1255	1255	1256.jp2	/p16313coll52/image/1256.jp2
Sugar Cane Harvest	The Thornton Field Hoist loading 3 tons of sugar cane onto a tractor trailer in the cane fields of Leon Landry, New Iberia, Louisiana.	Southeast	76	43633	11/1/1946	Roberts, Martha M.	New Iberia	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1256	1256	1257.jp2	/p16313coll52/image/1257.jp2
Sugar Cane Mill	A 5-ton steam driven steel derrick unloading cane from a sugar cane truck at the Iberia Sugar Co-op, New Iberia, Louisiana.  A truck of cane such as this one carries on the average of 15-20 tons of cane and the farmer this year receives $7.50 per ton.  On	Southeast	76	43634	11/1/1946	Roberts, Martha M.	New Iberia	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1257	1257	1258.jp2	/p16313coll52/image/1258.jp2
Drilling Shot Holes	Seismograph operations of Humble Oil and Refining Company near Golden Meadow, Louisiana.  Drilling unit of seismograph crew working in marsh.  The pirogue in foreground holds the coupled drill stem lengths which are easily added or taken away from the dri	Southeast	70	67477	5/1/1950	Lee, Russell	Golden Meadow	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1258	1258	1259.jp2	/p16313coll52/image/1259.jp2
Sugar Cane Mill	A train load of cane waiting to be unloaded at the Inberia Sugar Co-op, New Iberia, Louisiana.  Each of these boxcars holds about 20 tons of cane.  This cane has been sent in by rail by members of the Co-op all of whom live within a radius of six miles of	Southeast	76	43635	11/1/1946	Roberts, Martha M.	New Iberia	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1259	1259	1260.jp2	/p16313coll52/image/1260.jp2
Sugar Cane Harvest	The Thornton Mechanical Harvestor cuttin 34/120 type cane in the cane fields of Leon Landry, New Iberia, Louisiana.  Mr. Landry has 308 acres of sugar cane and his annual yield is 20-25 tons of can per acre.	Southeast	76	43636	11/1/1946	Roberts, Martha M.	New Iberia	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1260	1260	1261.jp2	/p16313coll52/image/1261.jp2
Drilling Shot Holes	Seismograph operations of Humble Oil and Refining Company near Golden Meadow, Louisiana.  Drilling unit of seismograph crew working in marsh.  The pirogue in foreground holds the coupled drill stem lengths which are easily added or taken away from the dri	Southeast	70	67478	5/1/1950	Lee, Russell	Golden Meadow	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1261	1261	1262.jp2	/p16313coll52/image/1262.jp2
Shrimp Fishermen	Zenon Doucet, captain of the 40 Fathom 39, watches from his pilot's wheel for a signal from his two crewmen on the back deck of the boat to put her ""full speed ahead"".  The Captain puts her 'full speed ahead"" immediately after the 95x55 foot trawler is th	Southeast	73	43640	12/1/1946	Roberts, Martha M.		Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1262	1262	1263.jp2	/p16313coll52/image/1263.jp2
Shrimping Operations43653	Shrimp being emptied from the wash net into the slide which shoots them into the hold of the boat where they are iced and stored.	Southeast	73	43641	12/1/1946	Roberts, Martha M.		Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1263	1263	1264.jp2	/p16313coll52/image/1264.jp2
Shrimping Operations43653	Shrimp waiting to be sifted down into the wash-net.	Southeast	73	43642	12/1/1946	Roberts, Martha M.		Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1264	1264	1265.jp2	/p16313coll52/image/1265.jp2
Drilling Shot Holes	Seismograph operations of Humble Oil and Refining Company near Golden Meadow, Louisiana.  Loading drilled hole with powder.	Southeast	70	67479	5/1/1950	Lee, Russell	Golden Meadow	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1265	1265	1266.jp2	/p16313coll52/image/1266.jp2
Shrimping Operations43653	Dudley Bourg, winch man on 40 Fathom 39, chipping ice in the hold  of the boat.  This deep water fishing boat carries 9 tons of ice out on each then day trip.  An average catch is 20 barrels of shrimp a trip and this amount of ice is sufficient for storin	Southeast	73	43644	12/1/1946	Roberts, Martha M.		Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1266	1266	1267.jp2	/p16313coll52/image/1267.jp2
